Season;League;Position;Team;GamesPlayed;Wins;Draws;Losses;GoalsFavour;GoalsAgainst;GoalDifference;Points;LeagueWeight;Year;HistoricalPoints;HistoricalPosition
2014-2015;la-liga;2;Real Madrid;38;0.7894736842105263;0.05263157894736842;0.15789473684210525;3.1052631578947367;1.0;2.1052631578947367;2.4210526315789473;1.367380135333548;2014;2.289473684210526;3.0
2015-2016;la-liga;2;Real Madrid;38;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.8947368421052633;0.8947368421052632;2.0;2.3684210526315788;1.367380135333548;2015;2.3713762277897175;2.3775406687981455
2016-2017;la-liga;1;Real Madrid;38;0.7631578947368421;0.15789473684210525;0.07894736842105263;2.789473684210526;1.0789473684210527;1.7105263157894737;2.4473684210526314;1.367380135333548;2016;2.3698794895199855;2.1863237232258474
2017-2018;la-liga;3;Real Madrid;38;0.5789473684210527;0.2631578947368421;0.15789473684210525;2.473684210526316;1.1578947368421053;1.3157894736842106;2.0;1.367380135333548;2017;2.4051411558961178;1.6464820901681405
2018-2019;la-liga;3;Real Madrid;38;0.5526315789473685;0.13157894736842105;0.3157894736842105;1.6578947368421053;1.2105263157894737;0.4473684210526316;1.7894736842105263;1.367380135333548;2018;2.2314751594860747;2.226675025516482
2019-2020;la-liga;1;Real Madrid;38;0.6842105263157895;0.23684210526315788;0.07894736842105263;1.8421052631578947;0.6578947368421053;1.1842105263157894;2.289473684210526;1.367380135333548;2019;2.0484487839304517;2.5468976381630264
2020-2021;la-liga;2;Real Madrid;38;0.6578947368421053;0.23684210526315788;0.10526315789473684;1.763157894736842;0.7368421052631579;1.0263157894736843;2.210526315789474;1.367380135333548;2020;2.1462376606409457;1.9192886971519478
2021-2022;la-liga;1;Real Madrid;38;0.6842105263157895;0.21052631578947367;0.10526315789473684;2.1052631578947367;0.8157894736842105;1.2894736842105263;2.263157894736842;1.367380135333548;2021;2.172005224769826;1.9516386299240331
2022-2023;la-liga;2;Real Madrid;38;0.631578947368421;0.15789473684210525;0.21052631578947367;1.9736842105263157;0.9473684210526315;1.0263157894736843;2.0526315789473686;1.367380135333548;2022;2.208273914435118;1.5729916176674767
2023-2024;la-liga;1;Real Madrid;38;0.7631578947368421;0.21052631578947367;0.02631578947368421;2.289473684210526;0.6842105263157895;1.605263157894737;2.5;1.367380135333548;2023;2.1466179930394245;1.7421460779490665
2022-2023;la-liga;9;Real Mallorca;38;0.3684210526315789;0.21052631578947367;0.42105263157894735;0.9736842105263158;1.131578947368421;-0.15789473684210525;1.3157894736842106;1.367380135333548;2022;1.3157894736842106;9.0
2023-2024;la-liga;15;Real Mallorca;38;0.21052631578947367;0.42105263157894735;0.3684210526315789;0.868421052631579;1.1578947368421053;-0.2894736842105263;1.0526315789473684;1.367380135333548;2023;1.3157894736842106;9.0
2013-2014;la-liga;7;Real Sociedad;38;0.42105263157894735;0.2894736842105263;0.2894736842105263;1.631578947368421;1.4473684210526316;0.18421052631578946;1.5526315789473684;1.367380135333548;2013;1.5526315789473684;7.0
2016-2017;la-liga;6;Real Sociedad;38;0.5;0.18421052631578946;0.3157894736842105;1.5526315789473684;1.394736842105263;0.15789473684210525;1.6842105263157894;1.367380135333548;2016;1.5526315789473684;7.0
2018-2019;la-liga;9;Real Sociedad;38;0.34210526315789475;0.2894736842105263;0.3684210526315789;1.1842105263157894;1.2105263157894737;-0.02631578947368421;1.3157894736842106;1.367380135333548;2018;1.660207167920216;6.182425523806356
2019-2020;la-liga;6;Real Sociedad;38;0.42105263157894735;0.21052631578947367;0.3684210526315789;1.4736842105263157;1.263157894736842;0.21052631578947367;1.4736842105263157;1.367380135333548;2019;1.4226718982382789;8.125627990613982
2020-2021;la-liga;5;Real Sociedad;38;0.4473684210526316;0.2894736842105263;0.2631578947368421;1.5526315789473684;1.0;0.5526315789473685;1.631578947368421;1.367380135333548;2020;1.4498140779217537;6.994642660333269
2021-2022;la-liga;6;Real Sociedad;38;0.4473684210526316;0.2894736842105263;0.2631578947368421;1.0526315789473684;0.9736842105263158;0.07894736842105263;1.631578947368421;1.367380135333548;2021;1.5347532044271615;6.062541722594904
2022-2023;la-liga;4;Real Sociedad;38;0.5526315789473685;0.21052631578947367;0.23684210526315788;1.3421052631578947;0.9210526315789473;0.42105263157894735;1.868421052631579;1.367380135333548;2022;1.5768890761558736;6.035325303480513
2023-2024;la-liga;6;Real Sociedad;38;0.42105263157894735;0.3157894736842105;0.2631578947368421;1.3421052631578947;1.0263157894736843;0.3157894736842105;1.5789473684210527;1.367380135333548;2023;1.6986767919756602;5.185066533730216
2018-2019;ligue-1;8;Reims;38;0.34210526315789475;0.42105263157894735;0.23684210526315788;1.0263157894736843;1.105263157894737;-0.07894736842105263;1.4473684210526316;-1.1350148835775202;2018;1.4473684210526316;8.0
2019-2020;ligue-1;6;Reims;28;0.35714285714285715;0.39285714285714285;0.25;0.9285714285714286;0.75;0.17857142857142858;1.4642857142857142;-1.1350148835775202;2019;1.4473684210526316;8.0
2021-2022;ligue-1;12;Reims;38;0.2894736842105263;0.34210526315789475;0.3684210526315789;1.131578947368421;1.1578947368421053;-0.02631578947368421;1.2105263157894737;-1.1350148835775202;2021;1.457898748084242;6.755081337596291
2023-2024;ligue-1;9;Reims;34;0.38235294117647056;0.23529411764705882;0.38235294117647056;1.2352941176470589;1.3823529411764706;-0.14705882352941177;1.3823529411764706;-1.1350148835775202;2023;1.302417327928416;10.051679081602751
2017-2018;ligue-1;5;Rennes;38;0.42105263157894735;0.2631578947368421;0.3157894736842105;1.3157894736842106;1.1578947368421053;0.15789473684210525;1.5263157894736843;-1.1350148835775202;2017;1.5263157894736843;5.0
2019-2020;ligue-1;3;Rennes;28;0.5357142857142857;0.17857142857142858;0.2857142857142857;1.3571428571428572;0.8571428571428571;0.5;1.7857142857142858;-1.1350148835775202;2019;1.5263157894736843;5.0
2020-2021;ligue-1;6;Rennes;38;0.42105263157894735;0.2631578947368421;0.3157894736842105;1.368421052631579;1.0526315789473684;0.3157894736842105;1.5263157894736843;-1.1350148835775202;2020;1.715951285434099;3.5378828427399904
2021-2022;ligue-1;4;Rennes;38;0.5263157894736842;0.15789473684210525;0.3157894736842105;2.1578947368421053;1.0526315789473684;1.105263157894737;1.736842105263158;-1.1350148835775202;2021;1.6123061213130165;4.883551466417996
2022-2023;ligue-1;4;Rennes;38;0.5526315789473685;0.13157894736842105;0.3157894736842105;1.8157894736842106;1.0263157894736843;0.7894736842105263;1.7894736842105263;-1.1350148835775202;2022;1.6713350377346283;4.4647561591414995
2023-2024;ligue-1;10;Rennes;34;0.35294117647058826;0.29411764705882354;0.35294117647058826;1.5588235294117647;1.3529411764705883;0.20588235294117646;1.3529411764705883;-1.1350148835775202;2023;1.723158751292577;4.260882229787185
2013-2014;serie-a;2;Roma;38;0.6842105263157895;0.18421052631578946;0.13157894736842105;1.894736842105263;0.6578947368421053;1.236842105263158;2.236842105263158;-0.5541017541874508;2013;2.236842105263158;2.0
2014-2015;serie-a;2;Roma;38;0.5;0.34210526315789475;0.15789473684210525;1.4210526315789473;0.8157894736842105;0.6052631578947368;1.8421052631578947;-0.5541017541874508;2014;2.236842105263158;2.0
2015-2016;serie-a;3;Roma;38;0.6052631578947368;0.2894736842105263;0.10526315789473684;2.1842105263157894;1.0789473684210527;1.105263157894737;2.1052631578947367;-0.5541017541874508;2015;1.9911344745255837;2.0
2016-2017;serie-a;2;Roma;38;0.7368421052631579;0.07894736842105263;0.18421052631578946;2.3684210526315788;1.0;1.368421052631579;2.289473684210526;-0.5541017541874508;2016;2.0489384147090592;2.5064803910556543
